City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,klyuchi,52.2667,79.1667,9.73,43,95,2.23,RU,1697045303
353,timbuktu,16.7735,-3.0074,38.14,12,9,5.23,ML,1697045303
354,luena,-11.7833,19.9167,27.1,50,100,3.09,AO,1697045303
355,popondetta,-8.7537,148.2534,23.38,92,100,1.32,PG,1697045303
356,sao jose da coroa grande,-8.8978,-35.1478,27.91,60,27,4.51,BR,1697045304
357,baissa,7.2333,10.6333,25.71,88,48,0.29,NG,1697045304
358,chonchi,-42.6128,-73.8092,10.56,50,35,2.2,CL,1697045304
359,leava,-14.3,-178.1667,26.78,82,84,8.48,WF,1697045304
360,undurkhaan,47.3194,110.6556,6.34,55,74,1.84,MN,1697045305
361,graneros,-34.0667,-70.7333,19.1,42,20,3.09,CL,1697045305
362,corinto,37.9407,22.9573,21.61,64,68,3.26,GR,1697045305
363,hardeeville,32.2871,-81.0807,24.47,62,100,0.97,US,1697045305
364,areia branca,-4.9561,-37.1369,34.11,51,14,9.17,BR,1697045305
365,santa isabel,-23.3156,-46.2214,33.61,37,4,3.56,BR,1697045306
366,batesville,35.7698,-91.641,24.02,78,0,1.54,US,1697045306
367,quellon,-43.1167,-73.6167,9.38,58,16,4.88,CL,1697045306
368,newman,37.3138,-121.0208,19.47,49,0,6.71,US,1697045178
369,obo,5.3998,26.4869,21.98,88,100,1.63,CF,1697045307
370,holualoa,19.6228,-155.9522,25.48,74,20,1.79,US,1697045122
371,daru,-9.0763,143.2092,24.99,93,100,7.21,PG,1697045307
372,qamdo,31.1667,97.2333,2.74,70,98,1.55,CN,1697045307
373,tionk essil,12.7856,-16.5217,31.03,66,92,1.69,SN,1697045307
374,galle,6.0367,80.217,24.5,91,100,1.17,LK,1697045135
375,khash,28.2211,61.2158,25.31,14,0,2.07,IR,1697045308
376,usogorsk,63.4106,48.6872,-0.74,85,56,3.7,RU,1697045308
377,saudarkrokur,65.7461,-19.6394,-0.22,83,98,2.08,IS,1697045308
378,jinghong,21.991,100.7341,22.99,79,93,0.44,CN,1697045309
379,slonim,53.0867,25.3219,14.73,70,100,6.72,BY,1697045309
380,hirara,24.8,125.2833,26.15,69,75,6.17,JP,1697045309
381,smithers,54.7804,-127.1743,8.18,100,100,0.0,CA,1697045309
382,marco island,25.9363,-81.7157,32.24,71,100,5.14,US,1697045309
383,ishim,56.1128,69.4902,9.39,53,99,6.26,RU,1697045310
384,nikolayevsk-on-amure,53.1406,140.73,4.96,72,91,3.05,RU,1697045310
385,wau,7.7029,27.9953,22.86,90,100,3.84,SS,1697045310
386,pratt,37.6439,-98.7376,26.12,47,0,6.17,US,1697045145
387,alofi,-19.0595,-169.9187,20.94,88,100,1.03,NU,1697045310
388,magong,23.5654,119.5863,24.93,79,20,14.28,TW,1697045311
389,mogocha,53.7333,119.7667,4.86,79,8,1.79,RU,1697045311
390,new norfolk,-42.7826,147.0587,15.72,65,25,1.48,AU,1697045311
391,salinopolis,-0.6136,-47.3561,29.82,66,87,4.77,BR,1697045312
392,tingo maria,-9.2895,-76.0088,31.17,58,20,2.57,PE,1697045312
393,mexia,31.6799,-96.4822,21.83,84,100,5.66,US,1697045025
394,teruel,40.6667,-0.6667,18.5,34,0,2.96,ES,1697045312
395,driefontein,-27.0177,30.4498,24.14,31,100,2.48,ZA,1697045313
396,san julian,21.0167,-102.1667,20.72,57,80,4.26,MX,1697045313
397,sinabang,2.4803,96.3801,25.59,85,100,1.44,ID,1697045313
398,tete,-16.1564,33.5867,35.05,26,40,4.63,MZ,1697045313
399,estacion bamoa,25.7081,-108.3115,30.36,58,0,2.23,MX,1697045313
400,karaton,-6.3424,106.1045,24.75,84,70,0.23,ID,1697045314
401,mukalla,14.5425,49.1242,28.07,79,13,3.1,YE,1697045087
402,ballina,-28.8667,153.5667,14.32,85,3,2.68,AU,1697045314
403,genhe,50.7833,121.5167,5.11,70,2,1.21,CN,1697045314
404,illizi,26.4833,8.4667,30.89,18,7,6.33,DZ,1697045314
405,middlesboro,36.6084,-83.7166,19.55,72,0,0.0,US,1697045136
406,pariaman,-0.619,100.12,25.03,91,60,0.8,ID,1697045282
407,afaahiti,-17.75,-149.2833,24.93,85,53,6.79,PF,1697045315
408,flying fish cove,-10.4217,105.6791,24.82,88,75,5.14,CX,1697045315
409,baruun-urt,46.6806,113.2792,6.32,74,83,2.34,MN,1697045315
410,belyy yar,53.6039,91.3903,12.14,71,0,1.0,RU,1697045316
411,heroica ciudad de tlaxiaco,17.2667,-97.6833,20.02,70,71,3.63,MX,1697045316
412,vytegra,61.0064,36.4481,4.09,82,100,5.81,RU,1697045316
413,kayyerkan,69.3786,87.7439,-0.08,96,100,2.96,RU,1697045316
414,mount darwin,-16.7725,31.5838,24.79,33,17,2.08,ZW,1697045316
415,petauke,-14.2426,31.3253,29.07,23,52,2.96,ZM,1697045317
416,kalmunai,7.4167,81.8167,25.77,85,100,5.12,LK,1697045317
417,asahi,35.7167,140.65,15.21,55,47,3.61,JP,1697045317
418,tutoia,-2.7619,-42.2744,29.43,62,11,6.57,BR,1697045317
419,ilha de mocambique,-15.0342,40.7358,25.94,80,11,4.16,MZ,1697045317
420,mermoz boabab,14.7065,-17.4758,30.31,79,0,3.09,SN,1697045318
421,vilyuysk,63.7553,121.6247,10.66,77,82,6.26,RU,1697045318
422,uige,-7.6087,15.0613,21.72,88,79,1.71,AO,1697045318
423,posto fiscal rolim de moura,-13.0833,-62.2667,39.9,25,42,2.34,BR,1697045318
424,corralillo,22.9819,-80.5856,32.68,55,97,4.45,CU,1697045319
425,minas de marcona,-15.2119,-75.1103,19.93,56,46,7.54,PE,1697045319
426,cidreira,-30.1811,-50.2056,21.39,90,100,4.01,BR,1697045319
427,higuera de zaragoza,25.95,-109.2833,30.96,53,0,3.08,MX,1697045319
428,vilyuchinsk,52.9306,158.4028,3.85,72,18,5.22,RU,1697045319
429,tommot,58.9564,126.2925,10.85,73,100,7.14,RU,1697045320
430,tazacorte,28.629,-17.9293,27.54,65,0,3.09,ES,1697045320
431,ayorou,14.7308,0.9174,38.83,12,64,4.32,NE,1697045320
432,savino,56.5929,41.2181,3.22,64,100,6.31,RU,1697045320
433,kabare,-2.4683,28.8242,18.34,91,100,0.92,CD,1697045320
434,jijila,45.3,28.15,12.21,53,7,4.5,RO,1697045321
435,vadso,70.0744,29.7487,-2.51,93,40,4.63,NO,1697045321
436,cangas de onis,43.3284,-5.0718,21.72,53,95,0.42,ES,1697045321
437,kincardine,56.0667,-3.7167,11.07,77,9,5.79,GB,1697045321
438,vizinga,61.0749,50.1031,1.02,85,100,3.13,RU,1697045321
439,broome,42.2506,-75.833,14.28,76,100,4.12,US,1697045322
440,la ronge,55.1001,-105.2842,10.14,57,0,5.14,CA,1697045322
441,jizzax,40.1158,67.8422,20.9,25,39,0.48,UZ,1697045140
442,patao,11.2202,123.6925,27.44,75,100,1.7,PH,1697045322
443,aras-asan,8.8908,126.3033,25.35,87,100,1.99,PH,1697045322
444,porto novo,6.4965,2.6036,28.04,74,56,3.54,BJ,1697045323
445,kodinar,20.7903,70.7031,25.7,76,0,3.39,IN,1697045323
446,dhuusamarreeb,5.535,46.3861,29.71,54,90,5.91,SO,1697045323
447,selfoss,63.9331,-20.9971,2.8,64,100,1.61,IS,1697045323
448,west bay,19.3667,-81.4167,33.04,76,20,6.17,KY,1697045054
449,eyl,7.9803,49.8164,27.21,79,43,4.17,SO,1697045324
450,anahuac,27.2333,-100.15,25.72,66,95,4.96,MX,1697045324
451,ola,59.5833,151.2833,-3.81,65,98,5.72,RU,1697045324
452,sydney mines,46.2367,-60.2177,18.44,65,75,3.6,CA,1697045324
453,calama,-22.4667,-68.9333,25.27,7,0,9.77,CL,1697045324
454,bikin,46.8161,134.26,6.51,80,11,1.18,RU,1697045324
455,calhoun,42.2506,-85.0005,16.08,39,100,3.6,US,1697045325
456,pangody,65.85,74.4859,1.54,86,86,2.45,RU,1697045325
457,northam,51.0333,-4.2167,17.36,95,100,6.13,GB,1697045325
458,qarauyl,48.9451,79.255,12.36,63,100,2.76,KZ,1697045325
459,strugi-krasnyye,58.2675,29.1114,8.74,93,100,7.71,RU,1697045325
460,xiaoweizhai,26.1903,107.5125,15.81,88,100,1.23,CN,1697045326
461,yaren,-0.5472,166.916,28.16,75,77,5.07,NR,1697045326
462,apartado,7.883,-76.6259,27.92,83,75,3.09,CO,1697045326
463,parnamirim,-5.9156,-35.2628,30.19,54,20,7.2,BR,1697045326
464,nkove,-7.95,30.85,27.59,54,77,3.08,TZ,1697045326
465,porto murtinho,-21.6989,-57.8825,42.65,22,50,6.23,BR,1697045327
466,sona,45.4388,10.8255,22.75,69,0,1.54,IT,1697045192
467,chibougamau,49.9168,-74.3659,8.79,81,100,3.09,CA,1697045327
468,lihue,21.9789,-159.3672,22.58,80,20,3.09,US,1697045327
469,crucecita,-28.95,-58.9833,19.84,86,94,7.8,AR,1697045327
470,ziro,27.6333,93.8333,10.54,93,4,1.09,IN,1697045328
471,masterton,-40.9597,175.6575,8.27,93,5,1.27,NZ,1697045328
472,mongagua,-24.0931,-46.6208,28.79,69,5,2.28,BR,1697045328
473,baihe,22.15,107.2333,19.76,86,100,1.0,CN,1697045328
474,indramayu,-6.3264,108.32,26.82,70,86,3.09,ID,1697045328
475,tazovsky,67.4667,78.7,2.15,98,100,3.92,RU,1697045329
476,birganj,27.0104,84.8774,24.4,77,0,1.77,NP,1697045329
477,palasa,18.7667,84.4167,26.04,81,31,0.87,IN,1697045329
478,tolanaro,-25.0319,46.9987,20.04,94,75,6.17,MG,1697045329
479,pacific grove,36.6177,-121.9166,18.27,76,0,7.15,US,1697045329
480,fair oaks ranch,29.7458,-98.6434,23.27,83,100,0.0,US,1697045330
481,waddan,29.1614,16.139,25.62,31,6,2.37,LY,1697045330
482,port blair,11.6667,92.75,26.02,94,40,0.51,IN,1697045330
483,chern',53.4523,36.9145,4.03,51,92,6.68,RU,1697045330
484,halle neustadt,51.4792,11.9161,22.6,48,92,1.34,DE,1697045111
485,panacan,9.2463,118.4082,26.05,80,92,0.99,PH,1697045331
486,murghob,38.1702,73.9667,4.79,35,12,1.2,TJ,1697045178
487,north battleford,52.7834,-108.2847,11.89,50,0,10.29,CA,1697045331
488,pasighat,28.0667,95.3333,22.59,87,3,1.66,IN,1697045331
489,prachuap khiri khan,12.2167,99.75,23.37,94,98,1.09,TH,1697045331
490,ulsteinvik,62.3432,5.8487,7.64,90,100,4.47,NO,1697045332
491,cooma,-36.2333,149.1333,5.85,57,77,2.0,AU,1697045332
492,weno,7.4515,151.8468,26.97,94,100,3.6,FM,1697045332
493,new plymouth,-39.0667,174.0833,11.0,68,86,9.32,NZ,1697045183
494,laojunmiao,39.8333,97.7333,9.61,42,100,0.8,CN,1697045333
495,nizhnesortymskiy,62.4397,71.7603,3.79,89,100,2.36,RU,1697045333
496,brooks,50.5834,-111.8851,10.99,93,100,1.03,CA,1697045333
497,touros,-5.1989,-35.4608,29.7,52,75,7.35,BR,1697045333
498,acaponeta,22.4964,-105.3594,29.31,59,21,1.15,MX,1697045333
499,hami,42.8,93.45,17.97,19,22,1.02,CN,1697045334
500,sandwip,22.4678,91.4561,28.02,78,100,5.12,BD,1697045334
501,teknaf,20.8624,92.3058,25.02,91,99,2.65,BD,1697045049
502,qinnan,33.2531,119.9133,16.2,84,100,1.87,CN,1697045334
503,laguna,38.421,-121.4238,19.6,76,0,3.09,US,1697045334
504,mancio lima,-7.6142,-72.8958,34.04,59,75,0.0,BR,1697045334
505,katsuura,35.1333,140.3,18.99,65,59,4.71,JP,1697045335
506,kavaratti,10.5669,72.642,28.64,61,26,2.38,IN,1697045335
507,roxas,11.5853,122.7511,24.52,90,100,1.52,PH,1697045335
508,hovd,48.0056,91.6419,9.04,54,55,0.68,MN,1697045335
509,el vigia,8.6219,-71.6506,33.86,50,59,2.21,VE,1697045335
510,cangzhou,38.3167,116.8667,15.4,54,79,3.04,CN,1697045335
511,severo-yeniseyskiy,60.3725,93.0408,11.99,76,100,5.36,RU,1697045336
512,gadzhiyevo,69.2551,33.3362,-1.33,82,89,5.71,RU,1697045336
513,seybaplaya,19.65,-90.6667,32.7,60,84,2.61,MX,1697045336
514,tomatlan,19.9333,-105.25,30.09,65,14,0.92,MX,1697045336
515,acarau,-2.8856,-40.12,30.57,58,62,9.4,BR,1697045337
516,nefta,33.8731,7.8777,30.14,25,0,2.23,TN,1697045337
517,nar'yan-mar,67.6713,53.087,1.17,76,20,4.02,RU,1697045337
518,eenhana,-17.4667,16.3333,24.38,50,99,1.87,NA,1697045337
519,selkirk,50.1436,-96.8845,9.48,78,19,1.34,CA,1697045153
520,howard springs,-12.497,131.047,27.95,74,44,0.89,AU,1697045337
521,castro,-24.7911,-50.0119,28.06,44,6,3.27,BR,1697045338
522,ringkobing,56.0901,8.244,12.79,64,100,11.76,DK,1697045338
523,palmas,-10.2128,-48.3603,32.93,52,40,4.63,BR,1697045338
524,palpa,-14.5336,-75.1856,32.0,34,58,4.19,PE,1697045338
525,souillac,-20.5167,57.5167,22.21,83,20,2.06,MU,1697045338
526,fisterra,42.9049,-9.2629,25.42,82,100,4.71,ES,1697045338
527,kattivakkam,13.2167,80.3167,29.05,87,38,2.66,IN,1697045339
528,kyren,51.6828,102.1408,8.86,58,0,1.79,RU,1697045339
529,danville,36.586,-79.395,22.38,45,0,2.24,US,1697045339
530,san miguel de cauri,-10.1,-76.5833,17.07,37,90,6.21,PE,1697045339
531,chul'man,56.8479,124.9104,6.86,78,100,4.02,RU,1697045059
532,camocim,-2.9022,-40.8411,31.6,57,89,7.41,BR,1697045340
533,baykal'sk,51.5058,104.1469,10.0,71,0,2.78,RU,1697045340
534,kidal,18.4411,1.4078,36.74,10,60,4.58,ML,1697045340
535,fort bragg,35.139,-79.006,24.39,55,99,0.89,US,1697045340
536,kolonia,50.9333,6.95,22.71,50,0,3.6,DE,1697045341
537,mary,37.0,62.5,25.22,21,4,3.11,TM,1697045341
538,rocha,-34.4833,-54.3333,9.24,82,100,8.3,UY,1697045341
539,beau vallon,-20.4189,57.6953,22.9,83,20,2.06,MU,1697045341
540,vista hermosa de negrete,20.2667,-102.4833,23.06,55,60,2.97,MX,1697045342
541,galliano,29.4422,-90.2992,22.0,88,100,3.6,US,1697045178
542,tyuratam,45.6507,63.3156,9.05,72,100,3.64,KZ,1697045342
543,tofol,5.3248,163.0078,28.56,76,89,4.46,FM,1697045342
544,howrah,22.5892,88.3103,30.0,74,20,0.0,IN,1697045343
545,zheleznogorsk-ilimskiy,56.5768,104.1217,6.32,80,44,2.24,RU,1697045343
546,haiku-pauwela,20.9219,-156.3051,25.02,74,40,3.6,US,1697045343
547,la'ie,21.6477,-157.9253,26.98,73,99,0.89,US,1697045343
548,sidi ifni,29.3797,-10.173,34.86,52,21,1.32,MA,1697045343
549,puerto princesa,9.7392,118.7353,25.58,84,95,1.68,PH,1697045160
550,nago,26.5881,127.9761,26.24,75,24,5.92,JP,1697045344
551,sabha,27.0377,14.4283,25.4,26,1,2.14,LY,1697045344
552,gao,16.6362,1.637,37.38,9,25,4.62,ML,1697045344
553,brassall,-27.5975,152.7475,18.88,1,1,0.43,AU,1697045344
554,inyonga,-6.7167,32.0667,26.32,27,96,0.23,TZ,1697045345
555,linares,-35.85,-71.6,16.94,56,2,3.29,CL,1697045173
556,callao,-12.0667,-77.15,22.62,77,100,4.63,PE,1697045345
557,suva,-18.1416,178.4415,19.71,94,20,0.0,FJ,1697045345
558,kuta,-8.7233,115.1723,26.97,88,40,2.68,ID,1697045132
559,turabah,21.2141,41.6331,28.03,15,0,5.21,SA,1697045056
560,vikravandi,12.0333,79.55,27.18,82,93,2.01,IN,1697045346
561,dellys,36.9172,3.9131,24.53,67,13,2.76,DZ,1697045346
562,caconda,-13.7333,15.0667,21.03,54,100,2.87,AO,1697045346
563,umea,63.8284,20.2597,5.96,87,100,6.69,SE,1697045346
564,kovalam,8.3667,76.9967,26.05,94,75,2.57,IN,1697045347
